additive_mass_fraction,calibrated_uncertainty,cas_number,comparison_eligible,complete_grid,expected_condition_count,experimental_winner,failure_counts,handling_approved,maximum_model_spread_delta_h_ratio,maximum_storage_bubble_pressure_ratio,maximum_viscosity_ratio_proxy,minimum_paired_delta_h_ratio,model_spread_is_uncertainty,name,pair_id,paired_condition_count,smiles
0.00316227766017,,98-01-1,True,True,6,False,{},False,0.0002923460994644911,1.0075129898212016,1.0003214932944962,0.9974370903428553,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,6,O=Cc1ccco1
0.0056234132519,,98-01-1,True,True,6,False,{},False,0.0005129178741909435,1.0130530310103523,1.0005729253777969,0.9954442088661271,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,6,O=Cc1ccco1
0.01,,98-01-1,True,True,6,False,{},False,0.0008903538282435397,1.0222757795337527,1.0010227038244068,0.9919041235554745,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,6,O=Cc1ccco1
0.0293333333333,,98-01-1,True,True,6,False,{},False,0.0023403500283826206,1.0546431819355893,1.0030512940897809,0.9763232077027997,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,6,O=Cc1ccco1
0.0486666666667,,98-01-1,False,False,6,False,"{""inlet_not_single_liquid"": 6}",False,,,,,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,0,O=Cc1ccco1
0.068,,98-01-1,False,False,6,False,"{""inlet_not_single_liquid"": 6}",False,,,,,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,0,O=Cc1ccco1
0.0873333333333,,98-01-1,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,0,O=Cc1ccco1
0.106666666667,,98-01-1,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,0,O=Cc1ccco1
0.126,,98-01-1,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,0,O=Cc1ccco1
0.145333333333,,98-01-1,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,0,O=Cc1ccco1
0.164666666667,,98-01-1,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,0,O=Cc1ccco1
0.184,,98-01-1,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,0,O=Cc1ccco1
0.203333333333,,98-01-1,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,0,O=Cc1ccco1
0.222666666667,,98-01-1,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,0,O=Cc1ccco1
0.242,,98-01-1,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,0,O=Cc1ccco1
0.261333333333,,98-01-1,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,0,O=Cc1ccco1
0.280666666667,,98-01-1,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,0,O=Cc1ccco1
